train/learning_rate,time/fps,rollout/ep_len_mean,train/value_loss,train/policy_loss,train/explained_variance,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/total_timesteps,train/entropy_loss,train/n_updates
0.0007,164,25.36842105263158,8.805094718933105,1.6711241006851196,0.06841176748275757,25.36842105263158,3,100,500,-0.6902792453765869,99
0.0007,199,29.59375,6.888803958892822,1.5680961608886719,0.22414004802703857,29.59375,5,200,1000,-0.6578747034072876,199
0.0007,214,33.266666666666666,6.694256782531738,1.1955362558364868,-0.0025697946548461914,33.266666666666666,6,300,1500,-0.6735523343086243,299
0.0007,223,38.94,5.825873851776123,1.147160530090332,0.002964496612548828,38.94,8,400,2000,-0.6014989614486694,399
0.0007,228,45.72222222222222,5.062893867492676,0.9373283386230469,0.001791834831237793,45.72222222222222,10,500,2500,-0.5573589205741882,499
0.0007,232,49.93333333333333,4.508779048919678,0.8072299957275391,-0.0004774332046508789,49.93333333333333,12,600,3000,-0.4054132103919983,599
0.0007,235,52.859375,3.9549720287323,0.7397494316101074,-0.0007891654968261719,52.859375,14,700,3500,-0.5553593039512634,699
0.0007,237,57.75,3.42256236076355,0.5573107600212097,0.001961052417755127,57.75,16,800,4000,-0.5415037274360657,799
0.0007,238,61.45070422535211,2.911349058151245,0.3653567433357239,0.00525134801864624,61.45070422535211,18,900,4500,-0.5121434330940247,899
0.0007,238,64.48684210526316,2.481470823287964,0.5026875138282776,-0.0002872943878173828,64.48684210526316,20,1000,5000,-0.5209078192710876,999
0.0007,238,66.95061728395062,2.0775973796844482,0.3589276373386383,-0.00035822391510009766,66.95061728395062,23,1100,5500,-0.37323233485221863,1099
0.0007,238,70.78313253012048,1.6870745420455933,0.4131424129009247,0.0006399750709533691,70.78313253012048,25,1200,6000,-0.48297005891799927,1199
0.0007,237,74.33333333333333,1.3526402711868286,0.26048633456230164,-4.291534423828125e-06,74.33333333333333,27,1300,6500,-0.36029547452926636,1299
0.0007,237,76.86666666666666,1.0461628437042236,0.4145197868347168,-4.00543212890625e-05,76.86666666666666,29,1400,7000,-0.39529627561569214,1399
0.0007,238,78.62105263157895,0.7893595695495605,0.09365618228912354,-4.57763671875e-05,78.62105263157895,31,1500,7500,-0.3474952280521393,1499
0.0007,238,81.90721649484536,0.5584390759468079,0.37528759241104126,-0.00016415119171142578,81.90721649484536,33,1600,8000,-0.4422547519207001,1599
0.0007,239,84.8,0.36902156472206116,0.09768659621477127,5.9664249420166016e-05,84.8,35,1700,8500,-0.44640564918518066,1699
0.0007,240,88.66,0.221443772315979,0.18391691148281097,-6.61611557006836e-05,88.66,37,1800,9000,-0.32177549600601196,1799
0.0007,241,92.73,0.10893859714269638,0.11373727768659592,6.192922592163086e-05,92.73,39,1900,9500,-0.4366845190525055,1899
0.0007,241,96.38,0.03830596059560776,0.05053560063242912,-2.384185791015625e-07,96.38,41,2000,10000,-0.3189564347267151,1999
0.0007,242,100.27,0.003833203110843897,0.0197510477155447,-0.0002480745315551758,100.27,43,2100,10500,-0.3753679692745209,2099
0.0007,242,103.71,8.746721141505986e-05,0.0010728173656389117,-0.004364490509033203,103.71,45,2200,11000,-0.32287880778312683,2199
0.0007,243,106.61,1.3250275515019894e-05,0.0003928990045096725,-0.01118934154510498,106.61,47,2300,11500,-0.3501199781894684,2299
0.0007,243,110.36,2.0145089365541935e-06,0.00047386190271936357,-0.0036160945892333984,110.36,49,2400,12000,-0.47095710039138794,2399
0.0007,244,113.93,4.263594746589661e-06,0.0009684389806352556,0.012327134609222412,113.93,51,2500,12500,-0.3812372386455536,2499
0.0007,244,117.05,1.6668438547640108e-05,0.002284975489601493,-0.005003690719604492,117.05,53,2600,13000,-0.2796332538127899,2599
0.0007,244,120.79,1.0869826837733854e-05,0.0013806897914037108,-0.001607060432434082,120.79,55,2700,13500,-0.39845412969589233,2699
0.0007,245,122.99,3.037857823073864e-07,0.0002374364557908848,-0.03785419464111328,122.99,57,2800,14000,-0.4051738679409027,2799
0.0007,245,125.21,1.8835149603546597e-05,0.0022571522276848555,0.011794567108154297,125.21,59,2900,14500,-0.44788074493408203,2899
0.0007,245,127.02,1.4703255502013235e-08,3.538982855388895e-05,0.03520005941390991,127.02,61,3000,15000,-0.4138014018535614,2999
0.0007,245,127.07,7.819710845069494e-06,0.0013357376446947455,-6.031990051269531e-05,127.07,63,3100,15500,-0.5089318156242371,3099
0.0007,246,129.21,1.5938538808768499e-06,0.000817357562482357,-0.0003561973571777344,129.21,65,3200,16000,-0.48966264724731445,3199
0.0007,246,130.3,1.1175871339474952e-09,1.6573698303545825e-05,-1.0799999237060547,130.3,66,3300,16500,-0.5476030707359314,3299
0.0007,246,134.33,3.2712705877457893e-09,3.333722270326689e-05,0.25,134.33,68,3400,17000,-0.41233912110328674,3399
0.0007,246,137.2,2.3617374608875252e-05,0.0013958950294181705,4.094839096069336e-05,137.2,70,3500,17500,-0.4413735866546631,3499
0.0007,246,138.03,5764.3525390625,-40.696144104003906,-4.76837158203125e-07,138.03,72,3600,18000,-0.5003272294998169,3599
0.0007,246,138.37,2.293381839990616e-08,6.242386734811589e-05,-0.08249258995056152,138.37,74,3700,18500,-0.4677557945251465,3699
0.0007,247,141.68,2.335291426902586e-08,2.9875280233682133e-05,-0.1352940797805786,141.68,76,3800,19000,-0.4819001257419586,3799
0.0007,247,144.61,1.1641532356165829e-11,-0.0,nan,144.61,78,3900,19500,-0.5242123603820801,3899
0.0007,247,146.47,6.984919587171845e-11,3.8923181477912294e-07,nan,146.47,80,4000,20000,-0.41641560196876526,3999
0.0007,247,152.34,1.199077837021889e-09,5.197279733692994e-06,-0.48000001907348633,152.34,82,4100,20500,-0.40805569291114807,4099
0.0007,247,154.92,2.1886081835731375e-09,-3.225415275665e-05,nan,154.92,84,4200,21000,-0.4019118845462799,4199
0.0007,247,160.35,1.2107519978599157e-05,0.0015557681908831,-0.0059375762939453125,160.35,86,4300,21500,-0.4806675612926483,4299
0.0007,247,162.83,3.026798534033759e-10,1.858177029134822e-06,nan,162.83,88,4400,22000,-0.35674571990966797,4399
0.0007,247,163.65,1.4551915228366852e-09,1.3001308616367169e-05,nan,163.65,90,4500,22500,-0.516983687877655,4499
0.0007,248,166.25,1.8742867258225715e-09,3.585079684853554e-05,-0.11999988555908203,166.25,92,4600,23000,-0.2635883390903473,4599
0.0007,248,169.36,1.3833633261128853e-07,0.00011059786629630253,0.05328398942947388,169.36,94,4700,23500,-0.3845061957836151,4699
0.0007,248,171.95,4.6566129424663316e-11,-9.508875336905476e-06,nan,171.95,96,4800,24000,-0.25311794877052307,4799
0.0007,248,174.77,1.7266721386022255e-07,9.029453212860972e-05,-0.0013943910598754883,174.77,98,4900,24500,-0.48563694953918457,4899
0.0007,248,178.46,1.0535924047871958e-05,0.0008094197255559266,0.00625532865524292,178.46,100,5000,25000,-0.3731110095977783,4999
0.0007,248,179.69,1.0477379380757768e-10,-3.6126682090298345e-08,nan,179.69,102,5100,25500,-0.31356725096702576,5099
0.0007,248,184.28,2.8542709173962066e-07,0.00024115957785397768,0.0943414568901062,184.28,104,5200,26000,-0.28258562088012695,5199
0.0007,248,185.71,1.4901161415892261e-09,-1.585333484399598e-05,0.12000000476837158,185.71,106,5300,26500,-0.3901399075984955,5299
0.0007,248,189.52,1.396983917434369e-10,-4.7026179572640103e-07,nan,189.52,108,5400,27000,-0.38422369956970215,5399
0.0007,248,192.59,3.143213744838391e-10,3.856706371152541e-06,-1.119999885559082,192.59,110,5500,27500,-0.4214257299900055,5499
0.0007,249,194.37,3.026798534033759e-10,4.748824267153395e-06,nan,194.37,112,5600,28000,-0.47365066409111023,5599
0.0007,249,196.67,1.2223608791828156e-09,1.95650845853379e-05,-2.2799999713897705,196.67,114,5700,28500,-0.3860498368740082,5699
0.0007,249,197.96,1.5133992670168794e-10,4.530269052338554e-06,nan,197.96,116,5800,29000,-0.45230165123939514,5799
0.0007,249,202.3,5.587935669737476e-10,6.544415555254091e-06,nan,202.3,118,5900,29500,-0.513871431350708,5899
0.0007,249,204.95,9418.5224609375,-37.78232955932617,-9.298324584960938e-06,204.95,120,6000,30000,-0.407266765832901,5999
0.0007,249,206.71,2.0954758761515535e-10,-1.2690236417256529e-07,nan,206.71,122,6100,30500,-0.4597182273864746,6099
0.0007,249,210.49,3.028079049727239e-07,0.00018168319365940988,0.027644336223602295,210.49,124,6200,31000,-0.5604550242424011,6199
0.0007,249,214.53,6.984919587171845e-11,1.6035110661505314e-07,nan,214.53,126,6300,31500,-0.588040292263031,6299
0.0007,249,217.72,4.2603038309607655e-05,0.0042061167769134045,-0.00947582721710205,217.72,128,6400,32000,-0.5054001808166504,6399
0.0007,249,218.95,2.0954758761515535e-10,7.493126304325415e-06,nan,218.95,130,6500,32500,-0.5922519564628601,6499
0.0007,249,224.04,1.4889519839300647e-08,5.2468469220912084e-05,-0.08800005912780762,224.04,132,6600,33000,-0.6006134152412415,6599
0.0007,249,227.35,2.444721924899085e-10,-5.024164238420781e-06,nan,227.35,134,6700,33500,-0.405015766620636,6699
0.0007,250,231.45,2.3283064712331658e-11,1.3322478764621337e-07,nan,231.45,135,6800,34000,-0.6033769249916077,6799
0.0007,250,235.94,6.0303135818173814e-09,2.3463913748855703e-05,-0.053333401679992676,235.94,137,6900,34500,-0.5702953934669495,6899
0.0007,250,237.27,9.738677363202441e-06,0.0011508597526699305,0.0031846165657043457,237.27,139,7000,35000,-0.5364618301391602,6999
0.0007,250,236.35,3.6106212064623833e-07,0.0001704217429505661,0.04800933599472046,236.35,141,7100,35500,-0.5086432695388794,7099
0.0007,250,236.08,1.3193465520089376e-06,0.00038102571852505207,0.05643802881240845,236.08,143,7200,36000,-0.47711530327796936,7199
0.0007,250,234.85,1.407664967700839e-05,0.0013317707926034927,0.0026998519897460938,234.85,145,7300,36500,-0.5597953796386719,7299
0.0007,250,233.98,3.8314075936796144e-05,0.0031154584139585495,-0.008262395858764648,233.98,147,7400,37000,-0.34879153966903687,7399
0.0007,250,231.64,6.337068043649197e-07,0.0004228391626384109,-0.04913938045501709,231.64,149,7500,37500,-0.552502453327179,7499
0.0007,250,229.86,4.0320446714758873e-07,0.0006039530271664262,-0.10176503658294678,229.86,151,7600,38000,-0.36371245980262756,7599
0.0007,250,230.58,4.849513288718299e-07,0.00030362256802618504,-0.06616175174713135,230.58,153,7700,38500,-0.5751582980155945,7699
0.0007,250,229.4,1.539376171422191e-05,0.0010380075545981526,-0.03288722038269043,229.4,155,7800,39000,-0.4502447247505188,7799
0.0007,250,225.54,1.393957091977427e-07,0.00019146937120240182,-0.008527398109436035,225.54,157,7900,39500,-0.5756916403770447,7899
0.0007,250,221.93,5.428496660897508e-05,0.004875945392996073,-0.00151824951171875,221.93,159,8000,40000,-0.537903904914856,7999
0.0007,250,218.72,2.0672929167631082e-05,0.0029820173513144255,0.04304313659667969,218.72,161,8100,40500,-0.4697539508342743,8099
0.0007,250,213.6,9.201234547617787e-07,0.0002999007410835475,-0.1000056266784668,213.6,163,8200,41000,-0.5599632263183594,8199
0.0007,250,199.7,8.655059355078265e-05,0.005841696169227362,-0.03444039821624756,199.7,165,8300,41500,-0.5322344899177551,8299
0.0007,250,181.4,0.00010153604671359062,0.003783930093050003,0.5435696244239807,181.4,167,8400,42000,-0.4307730197906494,8399
0.0007,250,147.81,0.005013669840991497,-0.04102282598614693,-1.0323512554168701,147.81,169,8500,42500,-0.44452786445617676,8499
0.0007,250,115.94,7395.5986328125,-45.814544677734375,0.009958028793334961,115.94,171,8600,43000,-0.3091411590576172,8599
0.0007,250,88.55,62.164039611816406,-2.4088540077209473,-31.55575180053711,88.55,173,8700,43500,-0.390647292137146,8699
0.0007,250,86.35,0.455956369638443,-0.35094258189201355,-0.2415459156036377,86.35,175,8800,44000,-0.34544259309768677,8799
0.0007,250,85.38,0.11334983259439468,0.10109936445951462,0.3967941403388977,85.38,177,8900,44500,-0.38735243678092957,8899
0.0007,250,86.34,9585.5810546875,-26.14292335510254,-0.001076340675354004,86.34,179,9000,45000,-0.34904196858406067,8999
0.0007,250,87.1,237.8480682373047,-1.3587933778762817,-20.311939239501953,87.1,181,9100,45500,-0.23979754745960236,9099
0.0007,250,86.19,14.576698303222656,0.31508541107177734,0.6657753884792328,86.19,183,9200,46000,-0.29719454050064087,9199
0.0007,250,82.07,0.0005491437623277307,-0.007674357388168573,0.9095960929989815,82.07,185,9300,46500,-0.39053210616111755,9299
0.0007,250,73.94,0.0027235355228185654,-0.016090843826532364,0.2915717363357544,73.94,187,9400,47000,-0.33253413438796997,9399
0.0007,250,64.39,0.004842556081712246,0.06659062951803207,-2.54661226272583,64.39,189,9500,47500,-0.32946380972862244,9499
0.0007,250,58.76,0.0004108925350010395,-0.003563718171790242,-3.636040687561035,58.76,191,9600,48000,-0.36376717686653137,9599
0.0007,250,55.98,1.0400056453363504e-05,-0.00045091970241628587,0.858315110206604,55.98,193,9700,48500,-0.39237162470817566,9699
0.0007,250,52.26,0.0008442220278084278,0.0056355721317231655,-96.45366668701172,52.26,195,9800,49000,-0.3886539041996002,9799
0.0007,250,35.94,0.00018010681378655136,0.006213764660060406,-2.5919206142425537,35.94,197,9900,49500,-0.4348379671573639,9899
0.0007,250,27.91,0.00017251214012503624,0.0052623809315264225,-0.5430545806884766,27.91,199,10000,50000,-0.5103231072425842,9999
0.0007,250,26.62,6.594423030037433e-05,0.0030852972995489836,-0.3432939052581787,26.62,201,10100,50500,-0.5768458247184753,10099
0.0007,250,29.46,3.3700489439070225e-06,0.0007835193537175655,-0.08338356018066406,29.46,203,10200,51000,-0.4999750554561615,10199
0.0007,250,32.63,1.0916613746303483e-06,0.0004891796270385385,-0.02955043315887451,32.63,205,10300,51500,-0.5179764628410339,10299
0.0007,250,37.15,5763.32373046875,-37.557559967041016,-0.0007135868072509766,37.15,207,10400,52000,-0.23526106774806976,10399
0.0007,249,40.33,1.069973265543922e-07,5.2804523875238374e-05,0.12570512294769287,40.33,210,10500,52500,-0.40082722902297974,10499
0.0007,248,44.91,5.756074187956983e-06,0.0011489447206258774,-3.7788262367248535,44.91,213,10600,53000,-0.3919283449649811,10599
0.0007,247,48.33,2.1776649816729332e-07,0.00012782512931153178,-0.30341529846191406,48.33,215,10700,53500,-0.450737863779068,10699
0.0007,247,52.3,1.1700439017658937e-06,0.0005203048931434751,0.01813441514968872,52.3,218,10800,54000,-0.5209583640098572,10799
0.0007,246,56.35,4.333734977990389e-06,0.0011682485928758979,-0.045215487480163574,56.35,221,10900,54500,-0.47302350401878357,10899
0.0007,244,59.98,1.924100843098131e-06,0.0005866880528628826,2.6881694793701172e-05,59.98,224,11000,55000,-0.47547683119773865,10999
0.0007,243,63.35,0.00013542873784899712,0.0015609258553013206,-5.959226608276367,63.35,227,11100,55500,-0.4372113347053528,11099
0.0007,242,66.46,6.128102825186943e-08,0.0001362723996862769,-0.04331207275390625,66.46,230,11200,56000,-0.5995213389396667,11199
0.0007,241,70.48,1.742038904239962e-07,0.00020115145889576524,0.04242819547653198,70.48,233,11300,56500,-0.6375086903572083,11299
0.0007,240,75.02,1.1394149623811245e-06,0.0006390538183040917,-0.10582911968231201,75.02,236,11400,57000,-0.5199543833732605,11399
0.0007,239,79.06,1.7791754203244636e-07,0.00018470242503099144,-0.04449331760406494,79.06,240,11500,57500,-0.6179134249687195,11499
0.0007,238,82.92,6.891787140972383e-09,3.7205452827038243e-05,-0.11999988555908203,82.92,243,11600,58000,-0.6140491366386414,11599
0.0007,237,86.95,2.561137135703717e-10,3.287967729193042e-06,nan,86.95,246,11700,58500,-0.5640224814414978,11699
0.0007,236,91.78,1.8975698790058004e-09,1.9867704395437613e-05,-0.7199999094009399,91.78,249,11800,59000,-0.48805713653564453,11799
0.0007,235,98.04,5764.36669921875,-38.87956619262695,-8.869171142578125e-05,98.04,252,11900,59500,-0.5134021043777466,11899
0.0007,234,101.34,3.998866304755211e-08,9.021889854921028e-05,0.3524562120437622,101.34,255,12000,60000,-0.6182000637054443,11999
0.0007,233,105.78,7.136259139173262e-09,3.273114634794183e-05,-0.4755556583404541,105.78,258,12100,60500,-0.5731233358383179,12099
0.0007,232,110.37,7.101334631443024e-09,4.0646566048962995e-05,-0.9022221565246582,110.37,261,12200,61000,-0.5683385133743286,12199
0.0007,231,115.79,2.0830891571677057e-06,0.0006181257194839418,0.07313269376754761,115.79,265,12300,61500,-0.6167126893997192,12299
0.0007,231,118.42,9.313225884932663e-11,-2.2161648871588113e-07,nan,118.42,268,12400,62000,-0.5797885656356812,12399
0.0007,230,124.91,3.3468242577328056e-07,0.00025195933994837105,0.19670748710632324,124.91,271,12500,62500,-0.6204169988632202,12499
0.0007,229,129.21,7.627532028209316e-08,0.00014258491864893585,0.10820245742797852,129.21,274,12600,63000,-0.5004239678382874,12599
0.0007,228,134.36,2.6053272449644282e-05,0.0019488001707941294,-0.004416108131408691,134.36,277,12700,63500,-0.598033607006073,12699
0.0007,227,138.47,5.335779746928893e-07,0.0004548079741653055,-0.07859742641448975,138.47,280,12800,64000,-0.4489883482456207,12799
0.0007,226,142.16,1.0826625151949543e-09,1.1458872904768214e-05,0.18000012636184692,142.16,284,12900,64500,-0.46538791060447693,12899
0.0007,226,147.29,1.3019889877341484e-07,0.0002109599590767175,-9.238719940185547e-05,147.29,287,13000,65000,-0.23048125207424164,12999
0.0007,225,152.27,2.5414012270630337e-05,0.0011388714192435145,0.014772772789001465,152.27,290,13100,65500,-0.3162808418273926,13099
0.0007,224,155.52,2.627493778106782e-08,0.000104382517747581,-0.16320478916168213,155.52,293,13200,66000,-0.5736743807792664,13199
0.0007,224,160.83,3.798399120569229e-06,0.0009929147781804204,0.12306517362594604,160.83,296,13300,66500,-0.5432069897651672,13299
0.0007,223,164.93,1.678505213931203e-05,-0.004610023461282253,-15.581720352172852,164.93,299,13400,67000,-0.43583425879478455,13399
0.0007,222,167.77,2.312008362537199e-08,4.988276486983523e-06,-60.439998626708984,167.77,302,13500,67500,-0.5043590664863586,13499
0.0007,222,171.93,1.300359198097567e-08,2.5880774046527222e-05,-11.519999504089355,171.93,305,13600,68000,-0.5059808492660522,13599
0.0007,222,175.79,1.199077837021889e-09,-4.365125732874731e-06,-8.119999885559082,175.79,308,13700,68500,-0.5763530135154724,13699
0.0007,221,180.62,7.683411129555395e-10,-8.990060450742021e-06,nan,180.62,311,13800,69000,-0.5804058909416199,13799
0.0007,221,184.74,1.7695128695649487e-09,-1.7542850400786847e-05,0.6622222363948822,184.74,313,13900,69500,-0.5962386131286621,13899
0.0007,221,187.83,3.0151567909086907e-09,1.5925110346870497e-05,-4.880000114440918,187.83,316,14000,70000,-0.5911957025527954,13999
0.0007,220,191.81,1.525040760341767e-09,-1.3727948498853948e-05,nan,191.81,319,14100,70500,-0.4839416444301605,14099
0.0007,220,196.13,2.0524021593359976e-08,7.774418190820143e-05,-8.480000495910645,196.13,322,14200,71000,-0.19068573415279388,14199
0.0007,220,200.24,2.9103830456733704e-10,5.382004928833339e-06,nan,200.24,324,14300,71500,-0.582075834274292,14299
0.0007,219,204.27,4.981993697583675e-07,-0.00011920928227482364,0.13183999061584473,204.27,327,14400,72000,-0.46230778098106384,14399
0.0007,219,208.49,7.683411129555395e-10,1.1779539818235207e-05,nan,208.49,330,14500,72500,-0.6137749552726746,14499
0.0007,219,211.5,9.072968168766238e-06,0.0015409886837005615,-0.011995911598205566,211.5,333,14600,73000,-0.47189614176750183,14599
0.0007,218,197.72,6.756252696504816e-05,0.0024933754466474056,-0.06589782238006592,197.72,335,14700,73500,-0.41641709208488464,14699
0.0007,218,190.48,1.0048272542917402e-06,0.00046198652125895023,0.1316460371017456,190.48,338,14800,74000,-0.645158588886261,14799
0.0007,218,192.8,1.0477378964424133e-09,1.6808089640107937e-05,0.0,192.8,341,14900,74500,-0.5247521996498108,14899
0.0007,218,195.56,3.3178366720676422e-09,-3.193704833392985e-05,-0.11999988555908203,195.56,343,15000,75000,-0.6286954879760742,14999
0.0007,217,200.37,1.396983917434369e-10,2.832817244780017e-06,nan,200.37,346,15100,75500,-0.585312008857727,15099
0.0007,217,204.45,1.1408701761084217e-09,4.079272912349552e-06,nan,204.45,349,15200,76000,-0.4852008819580078,15199
