rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/exploration_rate,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/loss
89.75,0,4,0.993179,359,493,-188.13364475,64,0.0001,3.1977181434631348
86.125,1,8,0.9869090000000001,689,563,-196.49486112499997,147,0.0001,6.731400966644287
90.5,1,12,0.9793660000000005,1086,592,-205.49706024999998,246,0.0001,0.7615215182304382
88.5,2,16,0.9730960000000005,1416,612,-188.14735587500002,328,0.0001,4.208975791931152
91.85,2,20,0.9650970000000004,1837,619,-192.83732765000002,434,0.0001,3.200045347213745
93.58333333333333,3,24,0.9573259999999996,2246,628,-188.61971908333337,536,0.0001,4.553842544555664
98.89285714285714,4,28,0.9473889999999996,2769,635,-180.11854446428575,667,0.0001,0.8863799571990967
97.71875,4,32,0.9405870000000002,3127,640,-188.64456990625,756,0.0001,7.077775001525879
98.30555555555556,5,36,0.9327589999999997,3539,641,-189.23545969444447,859,0.0001,2.737794876098633
96.75,6,40,0.9264700000000003,3870,643,-183.20265935,942,0.0001,1.865543007850647
98.22727272727273,6,44,0.9178820000000001,4322,644,-179.3820553409091,1055,0.0001,0.7914197444915771
99.0625,7,48,0.9096549999999999,4755,646,-182.95246520833334,1163,0.0001,7.043547630310059
98.96153846153847,7,52,0.9022260000000003,5146,646,-181.78016607692308,1261,0.0001,1.8482576608657837
99.0,8,56,0.8946640000000001,5544,647,-177.87997701785713,1360,0.0001,0.7262478470802307
98.45,9,60,0.8877670000000001,5907,646,-174.26138815,1451,0.0001,3.6797468662261963
99.15625,9,64,0.8794259999999997,6346,646,-178.3306516875,1561,0.0001,0.926626443862915
98.45588235294117,10,68,0.8727949999999999,6695,646,-179.71018099999998,1648,0.0001,3.8974204063415527
97.73611111111111,10,72,0.8662969999999997,7037,647,-179.65512520833332,1734,0.0001,1.0170429944992065
99.0,11,76,0.8570440000000005,7524,647,-180.53172347368422,1855,0.0001,0.6841758489608765
98.4,12,80,0.8504320000000002,7872,648,-178.7618322625,1942,0.0001,2.7007477283477783
99.42857142857143,12,84,0.8413119999999995,8352,648,-176.95524373809525,2062,0.0001,3.679692268371582
99.92045454545455,13,88,0.8329330000000001,8793,647,-178.78616097727271,2173,0.0001,0.38308510184288025
110.8586956521739,16,92,0.8062189999999998,10199,606,-181.57850968478257,2524,0.0001,2.9995431900024414
111.21875,17,96,0.7971370000000002,10677,606,-185.85306775,2644,0.0001,1.0632390975952148
111.31,18,100,0.788511,11131,607,-182.97855022,2757,0.0001,4.149974346160889
112.77,19,104,0.7789160000000004,11636,607,-182.05737377000003,2883,0.0001,2.225895404815674
115.0,20,108,0.7684089999999999,12189,606,-186.85836548999998,3022,0.0001,1.5040358304977417
115.79,20,112,0.7593650000000004,12665,606,-184.53961976999994,3141,0.0001,2.0214977264404297
116.68,21,116,0.7514040000000003,13084,607,-183.51632937,3245,0.0001,2.781510591506958
117.14,22,120,0.7425310000000004,13551,607,-184.67864813,3362,0.0001,0.6829408407211304
117.28,23,124,0.7344940000000003,13974,606,-180.15898118,3468,0.0001,0.7942309379577637
116.96,23,128,0.725165,14465,606,-182.39985665,3591,0.0001,0.44706615805625916
118.26,24,132,0.7158930000000001,14953,605,-180.98029946000003,3713,0.0001,0.8515899181365967
119.05,25,136,0.7065639999999997,15444,605,-177.49317741000002,3835,0.0001,0.8158127665519714
121.92,26,140,0.6948219999999996,16062,605,-180.20932036000005,3990,0.0001,2.234736919403076
123.03,27,144,0.6841250000000001,16625,603,-179.60196008,4131,0.0001,3.2269272804260254
122.68,28,148,0.6765629999999998,17023,602,-177.47732329000002,4230,0.0001,0.5961667895317078
124.44,29,152,0.6657900000000001,17590,601,-176.62315592,4372,0.0001,0.3766142725944519
124.9,30,156,0.6573540000000002,18034,600,-175.46822457000002,4483,0.0001,1.2979755401611328
126.58,30,160,0.6472650000000001,18565,599,-178.28735973000002,4616,0.0001,2.4687418937683105
127.34,31,164,0.6374800000000003,19080,598,-174.34253725000002,4744,0.0001,1.1866519451141357
129.29,32,168,0.6271440000000005,19624,597,-175.31726451000003,4880,0.0001,1.3593395948410034
131.82,33,172,0.6158390000000002,20219,595,-173.67750011999996,5029,0.0001,1.017732858657837
132.79,35,176,0.6047429999999997,20803,594,-170.93798945999998,5175,0.0001,1.3050456047058105
142.76,38,180,0.579188,22148,571,-169.19684458,5511,0.0001,3.1456363201141357
143.16,39,184,0.5693079999999997,22668,571,-165.89627072,5641,0.0001,0.7364651560783386
149.1,42,188,0.5496430000000005,23703,562,-162.80981289,5900,0.0001,1.3250384330749512
151.2,46,192,0.5189390000000005,25319,549,-156.87259547000002,6304,0.0001,1.20285964012146
154.27,47,196,0.5040239999999998,26104,547,-150.02781104,6500,0.0001,0.49975746870040894
157.1,49,200,0.49002099999999993,26841,546,-151.60071591999997,6685,0.0001,1.9177299737930298
157.94,50,204,0.47882999999999987,27430,544,-149.09104236999997,6832,0.0001,1.3053946495056152
158.97,51,208,0.46636600000000006,28086,543,-141.70803044000002,6996,0.0001,0.9570906758308411
163.83,53,212,0.4480879999999997,29048,539,-139.54537197,7236,0.0001,1.4041399955749512
176.05,57,216,0.41690899999999964,30689,532,-137.41387841000002,7647,0.0001,1.514413595199585
178.56,59,220,0.4032669999999997,31407,531,-132.92957172,7826,0.0001,2.797426223754883
191.4,63,224,0.37083400000000055,33114,524,-132.63788086,8253,0.0001,2.8465077877044678
197.16,65,228,0.3505609999999998,34181,524,-132.93775804999999,8520,0.0001,1.068602442741394
199.58,66,232,0.33669099999999963,34911,524,-129.53175032999997,8702,0.0001,0.4758892059326172
205.82,68,236,0.31550599999999995,36026,522,-134.34956972,8981,0.0001,1.2978427410125732
211.37,71,240,0.29321900000000034,37199,521,-131.82045565,9274,0.0001,1.901185393333435
222.31,75,244,0.2617360000000001,38856,515,-130.66922419999997,9688,0.0001,0.7214195728302002
229.67,77,248,0.24019000000000068,39990,513,-132.18732346000002,9972,0.0001,0.9743568897247314
241.55,82,252,0.2068450000000005,41745,504,-132.32983587,10411,0.0001,2.7310895919799805
245.86,84,256,0.19022000000000028,42620,505,-134.24401542,10629,0.0001,1.224217414855957
248.61,86,260,0.17490599999999967,43426,504,-132.60412821,10831,0.0001,1.1611136198043823
253.27,88,264,0.1562670000000006,44407,503,-134.30484611000003,11076,0.0001,0.6906567811965942
258.72,90,268,0.13557600000000047,45496,501,-127.85013124999999,11348,0.0001,1.1311111450195312
262.39,92,272,0.11729800000000012,46458,499,-128.32892890000002,11589,0.0001,1.6821609735488892
273.14,96,276,0.08577699999999966,48117,496,-129.38404502,12004,0.0001,1.1028603315353394
274.01,100,280,0.05856899999999998,49549,492,-123.35801844999997,12362,0.0001,1.4319974184036255
281.57,103,284,0.05,50825,490,-121.72786086,12681,0.0001,1.7067577838897705
279.98,105,288,0.05,51701,489,-121.96510314,12900,0.0001,0.8137445449829102
272.15,107,292,0.05,52534,489,-124.32538264,13108,0.0001,1.3758609294891357
276.06,110,296,0.05,53710,487,-122.997411,13402,0.0001,1.8586658239364624
277.91,112,300,0.05,54632,486,-126.70102809999999,13632,0.0001,0.4049094319343567
281.17,114,304,0.05,55547,486,-126.99091566999999,13861,0.0001,0.8091433048248291
291.55,118,308,0.05,57241,481,-126.10522648,14285,0.0001,1.4946928024291992
299.59,123,312,0.05,59007,478,-118.46696357,14726,0.0001,0.4112433195114136
293.77,125,316,0.05,60066,477,-122.23153315999997,14991,0.0001,2.030750274658203
295.97,127,320,0.05,61004,476,-119.52483631,15225,0.0001,2.7881250381469727
289.33,130,324,0.05,62047,475,-117.97491492000003,15486,0.0001,1.8294241428375244
288.5,132,328,0.05,63031,475,-113.19602433000001,15732,0.0001,0.9249498248100281
294.5,136,332,0.05,64361,472,-111.31117330000001,16065,0.0001,1.1050996780395508
293.58,138,336,0.05,65384,472,-105.97730199000003,16320,0.0001,0.6155670881271362
292.24,140,340,0.05,66423,472,-103.36778989000004,16580,0.0001,1.0256619453430176
285.36,142,344,0.05,67392,472,-102.76291108,16822,0.0001,0.793189525604248
284.91,144,348,0.05,68481,472,-98.45618782000001,17095,0.0001,2.1012074947357178
279.84,147,352,0.05,69729,471,-90.77706685999999,17407,0.0001,1.2898852825164795
282.82,150,356,0.05,70902,470,-86.70492864999999,17700,0.0001,1.5418791770935059
288.36,153,360,0.05,72262,470,-82.64190176,18040,0.0001,2.07112455368042
289.77,156,364,0.05,73384,469,-81.54935038999999,18320,0.0001,1.4460513591766357
289.05,158,368,0.05,74401,469,-80.32407494,18575,0.0001,2.3031506538391113
288.22,160,372,0.05,75280,469,-76.33912507000001,18794,0.0001,0.7334082126617432
280.75,162,376,0.05,76192,469,-73.29525866,19022,0.0001,1.0320875644683838
279.07,165,380,0.05,77456,468,-70.92919255999999,19338,0.0001,0.7380472421646118
276.17,167,384,0.05,78442,468,-71.07759224000002,19585,0.0001,0.9745930433273315
280.36,170,388,0.05,79737,468,-69.83775747,19909,0.0001,0.898128092288971
282.82,172,392,0.05,80816,467,-66.23689635999999,20178,0.0001,1.2977781295776367
277.76,174,396,0.05,81486,467,-68.07806938,20346,0.0001,2.8130745887756348
276.59,175,400,0.05,82291,467,-60.65135458,20547,0.0001,0.6518224477767944
274.99,177,404,0.05,83046,468,-57.90078475999999,20736,0.0001,0.870107889175415
269.43,179,408,0.05,84184,467,-52.54707890999999,21020,0.0001,0.1318514496088028
264.41,182,412,0.05,85448,467,-51.22566543,21336,0.0001,0.8277284502983093
267.51,186,416,0.05,86817,466,-44.77057887,21679,0.0001,1.5672976970672607
270.73,189,420,0.05,88077,465,-42.70678627,21994,0.0001,1.1673264503479004
269.28,190,424,0.05,88975,466,-46.332710619999986,22218,0.0001,0.7066408395767212
270.04,193,428,0.05,90035,466,-46.28496455,22483,0.0001,1.4420244693756104
268.23,195,432,0.05,91184,465,-44.70512906000001,22770,0.0001,0.9087795615196228
266.48,197,436,0.05,92032,465,-45.173333050000004,22982,0.0001,0.764467716217041
266.92,200,440,0.05,93115,465,-45.966366990000004,23253,0.0001,0.9708834290504456
270.35,203,444,0.05,94427,464,-41.93549405000001,23581,0.0001,0.8862194418907166
274.78,207,448,0.05,95959,462,-33.79016918,23964,0.0001,0.42764249444007874
272.39,209,452,0.05,96968,462,-37.849844469999994,24216,0.0001,0.486360102891922
271.65,212,456,0.05,98067,461,-36.55120471,24491,0.0001,0.4039739668369293
269.43,215,460,0.05,99205,461,-34.708158270000006,24776,0.0001,0.6089084148406982
272.43,218,464,0.05,100627,459,-26.6373044,25131,0.0001,2.2505714893341064
270.78,220,468,0.05,101479,459,-31.969010850000004,25344,0.0001,0.7293951511383057
275.35,224,472,0.05,102815,458,-27.498794079999996,25678,0.0001,0.562674343585968
283.99,229,476,0.05,104591,456,-21.89503771,26122,0.0001,0.28446459770202637
295.23,236,480,0.05,106979,452,-26.106782920000004,26719,0.0001,1.5376447439193726
298.85,239,484,0.05,108327,451,-29.475765400000004,27056,0.0001,0.7937758564949036
297.55,242,488,0.05,109492,451,-25.371641780000004,27347,0.0001,0.7838478684425354
295.03,244,492,0.05,110319,451,-27.70200371,27554,0.0001,0.9426409602165222
296.1,246,496,0.05,111096,451,-28.350119049999993,27748,0.0001,2.6140737533569336
301.45,249,500,0.05,112436,451,-31.26802291000001,28083,0.0001,2.4300880432128906
304.2,251,504,0.05,113466,451,-34.475049039999995,28341,0.0001,0.9383891224861145
302.85,253,508,0.05,114469,451,-40.74688941,28592,0.0001,0.8403412103652954
308.72,258,512,0.05,116320,449,-47.207757509999986,29054,0.0001,0.7453274130821228
320.3,266,516,0.05,118847,445,-52.33473578999999,29686,0.0001,0.6190550327301025
319.5,269,520,0.05,120027,446,-54.930615620000005,29981,0.0001,1.2737585306167603
326.69,272,524,0.05,121644,445,-50.90036837,30385,0.0001,1.0672407150268555
328.86,276,528,0.05,122921,445,-46.970615480000006,30705,0.0001,0.49067869782447815
336.78,281,532,0.05,124862,443,-46.615234900000004,31190,0.0001,2.159559965133667
343.2,285,536,0.05,126352,443,-44.42985354000001,31562,0.0001,1.67210853099823
354.9,292,540,0.05,128605,439,-46.115984020000006,32126,0.0001,0.9242492914199829
352.79,294,544,0.05,129706,439,-49.19591413,32401,0.0001,1.5436701774597168
344.53,296,548,0.05,130412,440,-58.07674393000001,32577,0.0001,1.3192410469055176
351.15,301,552,0.05,132083,438,-58.37664095,32995,0.0001,0.3983335494995117
358.63,306,556,0.05,133930,436,-61.422838280000015,33457,0.0001,2.5252246856689453
365.56,311,560,0.05,135761,435,-64.51024473,33915,0.0001,0.45105287432670593
383.83,321,564,0.05,139010,431,-69.80745135000001,34727,0.0001,0.25364094972610474
409.06,333,568,0.05,142385,427,-67.82956283,35571,0.0001,0.5086022615432739
412.42,338,572,0.05,144057,425,-74.32987842000001,35989,0.0001,0.33636781573295593
408.31,341,576,0.05,145422,425,-75.29253671000001,36330,0.0001,1.437830924987793
408.51,349,580,0.05,147830,423,-79.23393042,36932,0.0001,0.5028606653213501
418.86,356,584,0.05,150213,421,-78.65088523,37528,0.0001,4.161111831665039
430.33,362,588,0.05,152525,420,-82.09530188999999,38106,0.0001,0.5982822775840759
446.5,369,592,0.05,154969,419,-80.37641886,38717,0.0001,0.30702757835388184
463.62,378,596,0.05,157458,416,-78.91258681,39339,0.0001,0.5900619626045227
475.96,386,600,0.05,160032,414,-77.60685734999998,39982,0.0001,0.3517051935195923
495.08,396,604,0.05,162974,411,-69.50037784,40718,0.0001,0.045420411974191666
525.05,412,608,0.05,166974,404,-68.40564961,41718,0.0001,0.3697377145290375
539.4,423,612,0.05,170260,402,-69.97789209999999,42539,0.0001,0.5026169419288635
554.13,435,616,0.05,174260,399,-69.18664712999998,43539,0.0001,0.41296347975730896
574.12,445,620,0.05,177439,398,-70.08089972999998,44334,0.0001,0.4368674159049988
582.51,453,624,0.05,179895,396,-72.2731834,44948,0.0001,0.34909918904304504
595.67,461,628,0.05,182488,395,-75.05304152,45596,0.0001,0.36042964458465576
609.44,473,632,0.05,185806,392,-74.38715995000001,46426,0.0001,0.40381142497062683
634.54,486,636,0.05,189806,390,-75.00700683999999,47426,0.0001,0.6279504299163818
644.96,496,640,0.05,193101,388,-73.00242574,48250,0.0001,0.36391985416412354
658.37,503,644,0.05,195543,388,-74.03312959,48860,0.0001,0.2890242636203766
691.31,516,648,0.05,199543,386,-73.33228749999999,49860,0.0001,0.3178626596927643
714.6,529,652,0.05,203543,384,-73.65740954,50860,0.0001,0.43036186695098877
736.13,543,656,0.05,207543,382,-73.43400153,51860,0.0001,0.3370600938796997
757.82,556,660,0.05,211543,380,-71.92759672000001,52860,0.0001,0.30847448110580444
